,img,score,url
153,t1470.png,0.2355276644229889,http://dev-ai.faikerz.com/Files2/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-83637918-post-1470_-000.jpg
154,t2615.png,0.2355276644229889,http://dev-ai.faikerz.com/Files2/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-83637918-post-2615_-000.jpg
155,t2504.png,0.2355276197195053,http://dev-ai.faikerz.com/Files2/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-83637918-post-2504_-000.jpg
156,29609.png,0.3750744163990021,http://dev-ai.faikerz.com/Files2/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-82554347-post-29609_-000.jpg
157,159193.png,0.2579043209552765,http://dev-ai.faikerz.com/Files2/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-80108712-post-159193_-000.jpg
158,34269.png,0.2762327790260315,http://dev-ai.faikerz.com/Files2/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-82554347-post-34269_-000.jpg
159,31548.png,0.2513704001903534,http://dev-ai.faikerz.com/Files2/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-82554347-post-31548_-000.jpg
160,30985.png,0.2474418729543686,http://dev-ai.faikerz.com/Files2/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-82554347-post-30985_-000.jpg
161,48349.png,0.24613745510578156,http://dev-ai.faikerz.com/Files2/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-85939210-post-1345_-000.jpg
162,32811.png,0.33907949924468994,http://dev-ai.faikerz.com/Files2/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-82554347-post-32811_-000.jpg
163,105572.png,0.24079802632331848,http://dev-ai.faikerz.com/Files2/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-82446419-post-105721_-000.jpg
164,10720.png,0.2628631293773651,http://dev-ai.faikerz.com/Files2/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-77870391-post-48139_-000.jpg
165,155221.png,0.2355276644229889,http://dev-ai.faikerz.com/Files2/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-80108712-post-155221_-000.jpg
166,t2248.png,0.2379235029220581,http://dev-ai.faikerz.com/Files2/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-83637918-post-2248_-000.jpg
167,154818.png,0.23552769422531128,http://dev-ai.faikerz.com/Files2/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-80108712-post-154818_-000.jpg
168,33256.png,0.24647356569766998,http://dev-ai.faikerz.com/Files2/SocialmediaWatch/NAVER_BAND/NAVER_BAND-band-82554347-post-33256_-000.jpg
169,t6209.png,0.24532152712345123,"id
t6209    http://dev-ai.faikerz.com/Files2/SocialmediaWa...
t6209    http://dev-ai.faikerz.com/Files2/SocialmediaWa...
Name: img_url, dtype: object"
